title,slug,content_level,content_type,buyer_stage,monetization_fit,priority_score,priority_band,source_theme,source_cluster,repeated_across_queries,evidence_hits,keyword_hint,angle,recommended_cta,existing_overlap,status
Water Conservation Tips for Balcony Gardening,water-conservation-tips-for-balcony-gardening,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Water Conservation Tips for Balcony Gardening,1,1,"conservation, gardening, eco, effective, practices, friendly","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Water Globes for Plants: Helpful or Hype?,water-globes-for-plants-helpful-or-hype,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Water Globes for Plants: Helpful or Hype?,1,1,"globe, globes, devices, hype, helpful, customer","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Weather-Responsive Automatic Watering: Does It Really Work?,weather-responsive-automatic-watering-does-it-really-work,L2 money page,guide,solution-aware,high,9.5,P4,Buyer guide: kits / systems,Weather-Responsive Automatic Watering: Does It Really Work?,1,1,"automatic, sensors, learn, rain, work, about","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
What Causes Ponding Water on Balconies?,what-causes-ponding-water-on-balconies,L2 money page,guide,solution-aware,high,9.5,P4,Drip setup and expansion,What Causes Ponding Water on Balconies?,1,1,"drainage, learning, causes, about, ponding, issues","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
What Size Drip Tubing Do I Need for My Balcony?,what-size-drip-tubing-do-i-need-for-my-balcony,L2 money page,technical-guide,solution-aware,high,9.5,P4,Drip setup and expansion,What Size Drip Tubing Do I Need for My Balcony?,1,1,"specifications, size, tubing, correct, drip, choosing","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
What Size Water Reservoir Do You Need for Automatic Watering?,what-size-water-reservoir-do-you-need-for-automatic-watering,L2 money page,technical-guide,solution-aware,high,9.5,P4,Drip setup and expansion,What Size Water Reservoir Do You Need for Automatic Watering?,1,1,"size, calculate, automatic, requirements, reservoir","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
WiFi Smart Watering System for Apartment Plants,wifi-smart-watering-system-for-apartment-plants,L2 money page,guide,buyer,high,9.5,P4,Buyer guide: kits / systems,WiFi Smart Watering System for Apartment Plants,1,1,"remote, enabled, tech, smart, wifi, control","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Wireless Automatic Watering System: Is WiFi Connectivity Necessary?,wireless-automatic-watering-system-is-wifi-connectivity-necessary,L2 money page,guide,buyer,high,9.5,P4,Buyer guide: kits / systems,Wireless Automatic Watering System: Is WiFi Connectivity Necessary?,1,1,"non, necessary, connected, wireless, automatic, options","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Apartment Balcony Watering System Without Landlord Permission Issues,apartment-balcony-watering-system-without-landlord-permission-issues,L3 support / problem solver,problem-solver,buyer,high,9.0,P4,No tap / renter constraints,Apartment Balcony Watering System Without Landlord Permission Issues,1,1,"permission, landlord, friendly, solutions, renter, issues","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Automatic Watering for 20+ Potted Plants: What Actually Works,automatic-watering-for-20-potted-plants-what-actually-works,L3 support / problem solver,guide,solution-aware,low,9.0,P4,General balcony/container watering,Automatic Watering for 20+ Potted Plants: What Actually Works,1,1,"collections, solve, works, large, automatic, potted","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
"Automatic Watering in Hot, Dry Climates: What Works",automatic-watering-in-hot-dry-climates-what-works,L3 support / problem solver,guide,solution-aware,low,9.0,P4,General balcony/container watering,"Automatic Watering in Hot, Dry Climates: What Works",1,1,"works, climates, automatic, extreme, weather, hot","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Balcony Water Pooling: Should I Patch or Replace?,balcony-water-pooling-should-i-patch-or-replace,L3 support / problem solver,problem-solver,problem-aware,low,9.0,P4,Watering frequency and schedules,Balcony Water Pooling: Should I Patch or Replace?,1,1,"decisions, pooling, replacement, patch, repair, replace","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Balcony Watering System That Won't Damage Your Flooring,balcony-watering-system-that-won-t-damage-your-flooring,L3 support / problem solver,guide,buyer,high,9.0,P4,No tap / renter constraints,Balcony Watering System That Won't Damage Your Flooring,1,1,"won, rental, damage, protecting, property, flooring","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Can Drip Irrigation Save Water on Apartment Patios?,can-drip-irrigation-save-water-on-apartment-patios,L2 money page,guide,solution-aware,high,9.0,P4,Drip setup and expansion,Can Drip Irrigation Save Water on Apartment Patios?,1,1,"environmental, benefits, save, patios, drip, utility","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Can You Leave Balcony Plants Unwatered for a Week?,can-you-leave-balcony-plants-unwatered-for-a-week,L2 money page,guide,solution-aware,high,9.0,P4,Drip setup and expansion,Can You Leave Balcony Plants Unwatered for a Week?,1,1,"week, resilience, leave, understanding, gaps, unwatered","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Can You Use Drip Irrigation for Potted Plants?,can-you-use-drip-irrigation-for-potted-plants,L2 money page,guide,solution-aware,high,9.0,P4,Drip setup and expansion,Can You Use Drip Irrigation for Potted Plants?,1,1,"works, understand, potted, drip, irrigation","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Clogging Issues in Balcony Drip Irrigation: Prevention and Solutions,clogging-issues-in-balcony-drip-irrigation-prevention-and-solutions,L3 support / problem solver,guide,solution-aware,high,9.0,P4,Drip setup and expansion,Clogging Issues in Balcony Drip Irrigation: Prevention and Solutions,1,1,"prevention, issues, efficiency, clogging, maintain, drip","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
"Drip Irrigation for Mixed Container Gardens: Herbs, Vegetables, and Flowers",drip-irrigation-for-mixed-container-gardens-herbs-vegetables-and-flowers,L2 money page,guide,solution-aware,high,9.0,P4,Drip setup and expansion,"Drip Irrigation for Mixed Container Gardens: Herbs, Vegetables, and Flowers",1,1,"mixed, flowers, vegetables, multi, drip, herbs","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Drip Irrigation Maintenance: Cleaning and Filter Replacement,drip-irrigation-maintenance-cleaning-and-filter-replacement,L2 money page,guide,solution-aware,high,9.0,P4,Drip setup and expansion,Drip Irrigation Maintenance: Cleaning and Filter Replacement,1,1,"long, replacement, maintenance, term, upkeep, cleaning","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Drip Irrigation vs Hand Watering: Which Saves Time?,drip-irrigation-vs-hand-watering-which-saves-time,L2 money page,comparison,buyer,high,9.0,P4,Drip setup and expansion,Drip Irrigation vs Hand Watering: Which Saves Time?,1,1,"methods, hand, time, which, saves, drip","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
How High Can You Mount a Drip Irrigation System?,how-high-can-you-mount-a-drip-irrigation-system,L2 money page,problem-solver,buyer,high,9.0,P4,Drip setup and expansion,How High Can You Mount a Drip Irrigation System?,1,1,"baskets, mount, elevated, hanging, high, drip","Technical setup guide with clear parts, limits, and troubleshooting notes.",Link to recommended products and core buyer guides.,new,candidate
How Long Can Container Plants Survive on Drip Irrigation Alone?,how-long-can-container-plants-survive-on-drip-irrigation-alone,L2 money page,problem-solver,problem-aware,high,9.0,P4,Drip setup and expansion,How Long Can Container Plants Survive on Drip Irrigation Alone?,1,1,"long, reliability, survive, alone, drip, independence","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
How Much Slope Does a Balcony Need for Drainage?,how-much-slope-does-a-balcony-need-for-drainage,L2 money page,problem-solver,problem-aware,high,9.0,P4,Drip setup and expansion,How Much Slope Does a Balcony Need for Drainage?,1,1,"specifications, much, drainage, technical, slope, homeowners","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
How Often Do You Need to Refill a 15-Gallon Watering Reservoir?,how-often-do-you-need-to-refill-a-15-gallon-watering-reservoir,L3 support / problem solver,technical-guide,problem-aware,high,9.0,P4,Drip setup and expansion,How Often Do You Need to Refill a 15-Gallon Watering Reservoir?,1,1,"maintenance, specific, capacity, refill, questions, reservoir","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
How to Drill Drainage Holes for Better Watering,how-to-drill-drainage-holes-for-better-watering,L3 support / problem solver,comparison,buyer,high,9.0,P4,Timers and automation,How to Drill Drainage Holes for Better Watering,1,1,"drill, preparation, drainage, holes","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Reduce Evaporation in Balcony Plant Containers,how-to-reduce-evaporation-in-balcony-plant-containers,L3 support / problem solver,problem-solver,problem-aware,medium,9.0,P4,Budget DIY watering,How to Reduce Evaporation in Balcony Plant Containers,1,1,"reduce, evaporation, conservation",Show the cheapest setups that still work without making the page junky.,Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Set Up a Self-Watering System That Actually Works,how-to-set-up-a-self-watering-system-that-actually-works,L3 support / problem solver,problem-solver,buyer,high,9.0,P4,Budget DIY watering,How to Set Up a Self-Watering System That Actually Works,1,1,"set, works, guidance, actually, practical, implementation",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
How to Water Plants in Saucers and Trays,how-to-water-plants-in-saucers-and-trays,L3 support / problem solver,problem-solver,problem-aware,high,9.0,P4,Timers and automation,How to Water Plants in Saucers and Trays,1,1,"tray, trays, methods, saucers, based","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Waterproof an Automatic Watering System on a Balcony,how-to-waterproof-an-automatic-watering-system-on-a-balcony,L3 support / problem solver,problem-solver,buyer,high,9.0,P4,Budget DIY watering,How to Waterproof an Automatic Watering System on a Balcony,1,1,"automatic, waterproof, durability, protection, weather",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
Indoor Balcony Drip Irrigation: Managing Water Without Mess,indoor-balcony-drip-irrigation-managing-water-without-mess,L3 support / problem solver,problem-solver,problem-aware,high,9.0,P4,Drip setup and expansion,Indoor Balcony Drip Irrigation: Managing Water Without Mess,1,1,"managing, covered, spaces, drip, clean, mess","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Is Drip Irrigation More Water-Efficient Than Hand Watering?,is-drip-irrigation-more-water-efficient-than-hand-watering,L2 money page,guide,solution-aware,high,9.0,P4,Drip setup and expansion,Is Drip Irrigation More Water-Efficient Than Hand Watering?,1,1,"than, benefits, efficiency, understand, hand, drip","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Pressure Regulators for Drip Irrigation: Why You Need Them,pressure-regulators-for-drip-irrigation-why-you-need-them,L2 money page,technical-guide,problem-aware,high,9.0,P4,Drip setup and expansion,Pressure Regulators for Drip Irrigation: Why You Need Them,1,1,"why, them, regulators, understanding, drip, pressure","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Quick Fixes for Pooling Water on Your Balcony,quick-fixes-for-pooling-water-on-your-balcony,L3 support / problem solver,problem-solver,problem-aware,low,9.0,P4,Watering frequency and schedules,Quick Fixes for Pooling Water on Your Balcony,1,1,"pooling, fixes, solutions, quick, immediate","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Rain Sensor for Drip Irrigation: Do You Need One?,rain-sensor-for-drip-irrigation-do-you-need-one,L2 money page,guide,solution-aware,high,9.0,P4,Drip setup and expansion,Rain Sensor for Drip Irrigation: Do You Need One?,1,1,"features, rain, sensor, one, smart, drip","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Renter-Friendly Watering Solutions That Don't Require Modifications,renter-friendly-watering-solutions-that-don-t-require-modifications,L3 support / problem solver,guide,solution-aware,medium,9.0,P4,No tap / renter constraints,Renter-Friendly Watering Solutions That Don't Require Modifications,1,1,"permanent, require, non, don, options, modifications","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Self-Watering Planters for Balconies Without Tap,self-watering-planters-for-balconies-without-tap,L3 support / problem solver,problem-solver,problem-aware,medium,9.0,P4,No tap / renter constraints,Self-Watering Planters for Balconies Without Tap,1,1,"product, self, planters, tap, solution, based","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Should I Use Tap Water or Filtered Water in My Automatic System?,should-i-use-tap-water-or-filtered-water-in-my-automatic-system,L3 support / problem solver,guide,buyer,high,9.0,P4,No tap / renter constraints,Should I Use Tap Water or Filtered Water in My Automatic System?,1,1,"automatic, quality, tap, filtered, considerations","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Small Balcony Drip Irrigation: Maximizing Limited Space,small-balcony-drip-irrigation-maximizing-limited-space,L2 money page,guide,solution-aware,high,9.0,P4,Drip setup and expansion,Small Balcony Drip Irrigation: Maximizing Limited Space,1,1,"limited, space, maximizing, drip, solutions, small","Technical setup guide with clear parts, limits, and troubleshooting notes.","Bridge into fittings, emitters, filters, and expansion parts.",new,candidate
Watering System Filters for Balcony Drip Irrigation,watering-system-filters-for-balcony-drip-irrigation,L2 money page,guide,buyer,high,9.0,P4,Drip setup and expansion,Watering System Filters for Balcony Drip Irrigation,1,1,"drip, components, filters, irrigation","Technical setup guide with clear parts, limits, and troubleshooting notes.",Link to recommended products and core buyer guides.,new,candidate
When Should I Call a Professional About Balcony Pooling?,when-should-i-call-a-professional-about-balcony-pooling,L3 support / problem solver,problem-solver,problem-aware,low,9.0,P4,Watering frequency and schedules,When Should I Call a Professional About Balcony Pooling?,1,1,"pooling, seek, help, professional, about, call","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Can I Control My Watering System from My Phone?,can-i-control-my-watering-system-from-my-phone,L3 support / problem solver,guide,buyer,high,8.5,P4,No tap / renter constraints,Can I Control My Watering System from My Phone?,1,1,"remote, access, automation, phone, control","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Can I Hire Someone to Water My Balcony Plants?,can-i-hire-someone-to-water-my-balcony-plants,L3 support / problem solver,guide,solution-aware,medium,8.5,P4,Vacation / away watering,Can I Hire Someone to Water My Balcony Plants?,1,1,"sitting, hire, services, someone","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Can I Water Balcony Plants With Collected Rainwater,can-i-water-balcony-plants-with-collected-rainwater,L3 support / problem solver,guide,solution-aware,medium,8.5,P4,Vacation / away watering,Can I Water Balcony Plants With Collected Rainwater,1,1,"sustainable, rainwater, option, collected","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Can One Watering System Handle Different Plant Types?,can-one-watering-system-handle-different-plant-types,L3 support / problem solver,guide,buyer,high,8.5,P4,Budget DIY watering,Can One Watering System Handle Different Plant Types?,1,1,"mixed, versatility, requirements, one, different, handle",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
Can You Mix Manual and Automatic Watering?,can-you-mix-manual-and-automatic-watering,L2 money page,guide,solution-aware,high,8.5,P4,Timers and automation,Can You Mix Manual and Automatic Watering?,1,1,"hybrid, approaches, automatic, mix, manual","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How Much Does Professional Plant Watering Service Cost?,how-much-does-professional-plant-watering-service-cost,L2 money page,buyer-guide,buyer,medium,8.5,P4,Budget DIY watering,How Much Does Professional Plant Watering Service Cost?,1,1,"pricing, much, professional, sitting, service",Pricing explainer anchored to realistic small-space setups.,Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Keep Balcony Plants Watered in Hot Weather,how-to-keep-balcony-plants-watered-in-hot-weather,L3 support / problem solver,problem-solver,problem-aware,medium,8.5,P4,Vacation / away watering,How to Keep Balcony Plants Watered in Hot Weather,1,1,"weather, watered, keep, hot, challenges, solutions","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Keep Your Balcony Clean While Gardening,how-to-keep-your-balcony-clean-while-gardening,L3 support / problem solver,problem-solver,problem-aware,medium,8.5,P4,Vacation / away watering,How to Keep Your Balcony Clean While Gardening,1,1,"managing, gardening, spillage, keep, clean, mess","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Set Up Drip Irrigation Without a Garden Tap,how-to-set-up-drip-irrigation-without-a-garden-tap,L3 support / problem solver,problem-solver,problem-aware,low,8.5,P4,Watering frequency and schedules,How to Set Up Drip Irrigation Without a Garden Tap,1,1,"set, limited, working, tap, drip, infrastructure","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Water Outdoor Potted Plants When You Travel,how-to-water-outdoor-potted-plants-when-you-travel,L3 support / problem solver,problem-solver,problem-aware,medium,8.5,P4,No tap / renter constraints,How to Water Outdoor Potted Plants When You Travel,1,1,"during, outdoor, potted, care, absences, solutions","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Mulch and Black Plastic Trick to Reduce Plant Watering,mulch-and-black-plastic-trick-to-reduce-plant-watering,L2 money page,guide,solution-aware,high,8.5,P4,Timers and automation,Mulch and Black Plastic Trick to Reduce Plant Watering,1,1,"black, mulch, trick, plastic, wants, reduce","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Plant Watering Apps: Can Technology Help While You're Gone?,plant-watering-apps-can-technology-help-while-you-re-gone,L2 money page,guide,solution-aware,high,8.5,P4,Timers and automation,Plant Watering Apps: Can Technology Help While You're Gone?,1,1,"help, gone, reminders, wants, smart, apps","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Self-Watering Pot Problems: Why Plants Still Die,self-watering-pot-problems-why-plants-still-die,L3 support / problem solver,problem-solver,problem-aware,low,8.5,P4,General balcony/container watering,Self-Watering Pot Problems: Why Plants Still Die,1,1,"failures, die, why, still, pot, troubleshoot","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
What Happens If My Automatic Watering System Fails?,what-happens-if-my-automatic-watering-system-fails,L3 support / problem solver,guide,buyer,high,8.5,P4,No tap / renter constraints,What Happens If My Automatic Watering System Fails?,1,1,"contingencies, automatic, plans, fails, happens, backup","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
What Is a Saucer System for Balcony Plant Watering?,what-is-a-saucer-system-for-balcony-plant-watering,L3 support / problem solver,guide,buyer,high,8.5,P4,No tap / renter constraints,What Is a Saucer System for Balcony Plant Watering?,1,1,"methods, learning, about, holding, simple, saucer","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
What's the Cheapest Way to Water a Balcony Garden,what-s-the-cheapest-way-to-water-a-balcony-garden,L3 support / problem solver,guide,solution-aware,medium,8.5,P4,No tap / renter constraints,What's the Cheapest Way to Water a Balcony Garden,1,1,"way, options, cheapest, effective","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Will an Automatic Watering System Work in Cold Weather?,will-an-automatic-watering-system-work-in-cold-weather,L3 support / problem solver,guide,buyer,high,8.5,P4,Budget DIY watering,Will an Automatic Watering System Work in Cold Weather?,1,1,"will, cold, automatic, seasonal, work, concerns",Show the cheapest setups that still work without making the page junky.,Link to recommended products and core buyer guides.,new,candidate
Apartment Balcony Plant Care: The Complete Watering Guide,apartment-balcony-plant-care-the-complete-watering-guide,L2 money page,guide,solution-aware,medium,8.0,P4,No tap / renter constraints,Apartment Balcony Plant Care: The Complete Watering Guide,1,1,"beginner, comprehensive, complete, care, resource, guide","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Balcony Watering System for Small Spaces Under 50 Square Feet,balcony-watering-system-for-small-spaces-under-50-square-feet,L3 support / problem solver,guide,buyer,high,8.0,P4,No tap / renter constraints,Balcony Watering System for Small Spaces Under 50 Square Feet,1,1,"spaces, feet, square, solutions, small, tiny","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Balcony Watering System for Windy Conditions,balcony-watering-system-for-windy-conditions,L3 support / problem solver,guide,buyer,high,8.0,P4,No tap / renter constraints,Balcony Watering System for Windy Conditions,1,1,"windy, wind, resistant, solutions, conditions","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Cheapest Way to Keep Balcony Plants Watered,cheapest-way-to-keep-balcony-plants-watered,L3 support / problem solver,guide,solution-aware,medium,8.0,P4,No tap / renter constraints,Cheapest Way to Keep Balcony Plants Watered,1,1,"cheapest, watered, low, options, keep, way","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Does My Balcony System Need Drainage Holes?,does-my-balcony-system-need-drainage-holes,L3 support / problem solver,guide,buyer,high,8.0,P4,No tap / renter constraints,Does My Balcony System Need Drainage Holes?,1,1,"drainage, requirements, holes, understanding","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Easiest Watering System for Balcony Gardeners (No Skills Required),easiest-watering-system-for-balcony-gardeners-no-skills-required,L3 support / problem solver,guide,buyer,high,8.0,P4,No tap / renter constraints,Easiest Watering System for Balcony Gardeners (No Skills Required),1,1,"required, easiest, skills, gardeners, beginners, simple","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
How Long Can Automatic Watering Keep Plants Alive?,how-long-can-automatic-watering-keep-plants-alive,L3 support / problem solver,problem-solver,problem-aware,medium,8.0,P4,Vacation / away watering,How Long Can Automatic Watering Keep Plants Alive?,1,1,"long, reliability, understand, alive, automatic, keep","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How Often Should I Check My Automatic Watering System?,how-often-should-i-check-my-automatic-watering-system,L3 support / problem solver,problem-solver,buyer,high,8.0,P4,No tap / renter constraints,How Often Should I Check My Automatic Watering System?,1,1,"maintenance, automatic, frequency, monitoring, often, check","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Preventing Water Damage to Balconies from Watering,preventing-water-damage-to-balconies-from-watering,L3 support / problem solver,guide,solution-aware,medium,8.0,P4,No tap / renter constraints,Preventing Water Damage to Balconies from Watering,1,1,"preventing, damage, protecting, property, deposits","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Simple Balcony Watering System Under $50,simple-balcony-watering-system-under-50,L3 support / problem solver,guide,buyer,high,8.0,P4,No tap / renter constraints,Simple Balcony Watering System Under $50,1,1,"level, entry, affordable, options, simple, under","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
South-Facing Balcony Plants: Summer Watering Guide,south-facing-balcony-plants-summer-watering-guide,L2 money page,guide,solution-aware,medium,8.0,P4,No tap / renter constraints,South-Facing Balcony Plants: Summer Watering Guide,1,1,"summer, specific, facing, south, guide, advice","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
String Watering System for Plants: Step-by-Step Guide,string-watering-system-for-plants-step-by-step-guide,L2 money page,guide,buyer,high,8.0,P4,No tap / renter constraints,String Watering System for Plants: Step-by-Step Guide,1,1,"instructions, string, step, wants, rope, detailed","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Toilet Tank Auto-Watering System for Indoor Balcony Plants,toilet-tank-auto-watering-system-for-indoor-balcony-plants,L3 support / problem solver,guide,buyer,high,8.0,P4,No tap / renter constraints,Toilet Tank Auto-Watering System for Indoor Balcony Plants,1,1,"hack, toilet, auto, creative, tank, indoor","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Turning Your Garden Into an Autopilot System: Step-by-Step,turning-your-garden-into-an-autopilot-system-step-by-step,L3 support / problem solver,guide,buyer,high,8.0,P4,No tap / renter constraints,Turning Your Garden Into an Autopilot System: Step-by-Step,1,1,"into, step, autopilot, complete, automation, guide","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Why Does Water Pool on My Balcony?,why-does-water-pool-on-my-balcony,L3 support / problem solver,problem-solver,problem-aware,medium,8.0,P4,Vacation / away watering,Why Does Water Pool on My Balcony?,1,1,"standing, cause, root, why, understanding, pool","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
Will an Automatic Watering System Kill My Plants?,will-an-automatic-watering-system-kill-my-plants,L3 support / problem solver,guide,buyer,high,8.0,P4,No tap / renter constraints,Will an Automatic Watering System Kill My Plants?,1,1,"will, kill, safety, automatic, health, concerns","Search-led practical guide tied to container, balcony, and renter constraints.",Link to recommended products and core buyer guides.,new,candidate
Best Drip Emitters for Container Plants,best-drip-emitters-for-container-plants,L2 money page,buyer-guide,buyer,high,7.5,P4,Watering frequency and schedules,Best Drip Emitters for Container Plants,1,1,"potted, recommendations, emitters, drip, component","Buyer guide focused on small-space fit, reliability, and ease of setup.",Link to recommended products and core buyer guides.,new,candidate
How to Check if Your Balcony Has Proper Slope,how-to-check-if-your-balcony-has-proper-slope,L3 support / problem solver,problem-solver,problem-aware,low,7.5,P4,Watering frequency and schedules,How to Check if Your Balcony Has Proper Slope,1,1,"has, drainage, proper, slope, diagnosing, check","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
How to Drain Your Balcony After Heavy Rain,how-to-drain-your-balcony-after-heavy-rain,L3 support / problem solver,problem-solver,problem-aware,low,7.5,P4,Watering frequency and schedules,How to Drain Your Balcony After Heavy Rain,1,1,"storm, drain, after, rain, heavy, management","Search-led practical guide tied to container, balcony, and renter constraints.",Link to the nearest setup guide plus 1-2 relevant product pages.,new,candidate
